lon,lat,diameter_km
-114.0506,34.4220,11.366
-91.1656,16.6908,11.365
128.1216,-28.5533,11.363
-73.1695,2.9119,11.358
-11.5823,2.1545,11.358
-6.0619,-46.0931,11.357
147.5816,-54.4692,11.355
165.6101,-46.2300,11.354
81.4099,-15.8987,11.351
-158.7167,40.8327,11.351
-24.8380,-5.6719,11.351
167.2714,15.7807,11.349
29.9316,-19.2997,11.347
-104.4899,15.7965,11.346
-161.7500,39.8872,11.346
168.2705,2.5102,11.346
-110.3776,29.1401,11.345
-134.2935,9.2758,11.345
27.3050,-20.6343,11.344
39.5822,-30.9496,11.344
176.1275,-42.5015,11.342
-150.1685,-55.7762,11.342
153.4584,-43.5348,11.341
-141.8731,-58.4149,11.341
89.7060,17.0770,11.341
-149.2494,-51.5861,11.339
60.6743,-11.9928,11.338
157.3806,-27.3420,11.336
166.2514,24.6854,11.336
84.1756,11.3536,11.336
178.9289,18.4696,11.334
120.8397,35.3064,11.332
170.2439,25.9420,11.332
-126.8371,51.8086,11.331
140.3387,17.9888,11.330
93.9080,45.3646,11.330
-171.2610,39.4966,11.330
-144.7484,29.3707,11.330
-157.8579,-1.3373,11.328
144.5869,23.7185,11.328
-158.3175,39.4041,11.328
131.7690,32.2293,11.326
144.0789,49.5977,11.325
173.4152,28.2006,11.325
-170.1778,9.6036,11.325
-145.7160,42.3802,11.324
-169.7211,15.1548,11.323
-52.2064,-30.5373,11.323
126.2582,-15.1332,11.323
-131.4876,9.3500,11.323
111.4970,5.8682,11.322
-21.8678,-33.5698,11.319
-142.5311,-35.0625,11.318
-179.5863,22.8337,11.318
-112.8681,46.6203,11.316
63.7159,-48.3738,11.314
111.9953,26.3943,11.313
169.9496,20.3269,11.313
152.3272,29.6138,11.309
178.5454,-0.0027,11.309
156.5137,24.4230,11.308
-132.4566,12.2728,11.307
-89.9033,-15.9645,11.307
-85.0050,11.3335,11.307
-146.5886,42.1540,11.306
107.1731,23.6408,11.305
-22.6651,-39.6069,11.305
-101.4141,46.6301,11.304
66.0485,-49.2714,11.303
-149.0157,29.3428,11.302
-133.2629,37.6750,11.302
173.8557,-21.1685,11.301
114.5813,-55.8086,11.301
109.9385,45.4164,11.301
-144.7927,45.9055,11.300
166.0090,-4.9944,11.299
172.8892,43.7359,11.297
-149.1586,45.5066,11.297
25.3187,-15.9066,11.297
1.6593,-32.9442,11.296
119.2406,-31.0424,11.295
-125.3165,28.6183,11.294
89.7678,-32.0628,11.294
-76.9760,40.7643,11.292
-113.9305,31.2123,11.292
54.3554,-46.7824,11.292
154.6025,9.4435,11.292
109.6923,14.6756,11.290
-167.7255,9.2889,11.290
132.4951,44.6611,11.289
-29.6561,-56.4868,11.289
144.3567,-50.6317,11.288
-103.9609,44.7190,11.288
129.1052,24.6827,11.288
-69.9316,-58.4921,11.286
26.1596,-17.0885,11.285
-164.4405,-58.0331,11.283
141.8341,17.4972,11.282
161.2593,59.4535,11.282
-123.1279,25.3003,11.282
115.4788,36.3709,11.281
179.7676,18.5418,11.279
-172.8837,49.7061,11.277
137.6902,-5.0172,11.275
67.7669,-42.7837,11.275
62.2370,-49.2769,11.275
-49.3614,-37.9484,11.273
23.9511,-37.7641,11.273
127.0130,18.9978,11.272
109.2586,30.6519,11.272
126.0495,55.2335,11.271
36.8042,-3.6766,11.269
164.8595,-3.2929,11.264
-120.4701,-51.7190,11.263
41.9545,29.2372,11.263
95.2138,22.8774,11.263
39.8267,-19.5413,11.262
105.1357,38.2417,11.262
-26.1029,-46.2585,11.261
171.4385,19.2478,11.260
-121.7769,-45.1323,11.260
-11.4979,-8.7289,11.260
173.3015,17.5446,11.260
-120.6158,-45.0326,11.258
-170.4868,52.7538,11.257
-153.3094,-48.3403,11.254
155.9018,-47.6682,11.254
123.5100,18.2044,11.252
-80.8474,-22.4248,11.252
133.0932,-3.7743,11.252
-92.3166,-51.5431,11.251
-179.9669,47.9836,11.250
9.8049,0.7381,11.249
111.3420,45.7160,11.248
-104.5756,16.6562,11.248
-170.2379,-5.1703,11.244
0.7473,-32.4458,11.243
108.4754,42.2975,11.241
-170.3740,-57.1955,11.240
-165.1553,10.1851,11.238
164.7424,49.7487,11.238
-123.0584,24.0020,11.238
150.6716,49.3700,11.236
60.1626,-54.6280,11.236
46.0294,32.8452,11.233
9.4324,-27.7258,11.233
96.8696,-5.2576,11.232
100.9788,-45.3622,11.230
-114.9952,58.7755,11.229
-135.5398,-22.1151,11.227
62.1328,-43.9134,11.227
108.0380,30.7504,11.224
-109.6698,16.1934,11.221
24.5055,57.7946,11.221
-101.2147,-50.1999,11.220
124.3121,25.0555,11.217
-138.2858,-40.4831,11.216
-148.0056,-26.5913,11.216
-88.9851,59.3575,11.215
-94.4605,10.3813,11.212
-174.8690,39.1080,11.212
80.9426,-20.9156,11.212
-178.2174,12.3157,11.210
-155.5082,34.4853,11.210
161.0350,-25.5527,11.210
-146.9545,25.8925,11.209
161.3539,31.7081,11.209
-122.9558,-37.4620,11.208
85.3172,-2.4786,11.207
121.6205,23.5368,11.205
-122.7829,29.1004,11.204
-126.3185,16.9933,11.203
-35.4488,-31.1670,11.202
-134.6732,29.5158,11.202
159.2488,11.7894,11.202
-149.0347,30.1671,11.202
-144.2452,37.3547,11.200
-143.2679,-30.5187,11.199
-113.8016,12.7938,11.196
15.4217,-52.4524,11.195
-129.1926,24.0742,11.194
-149.8805,2.6183,11.192
169.2483,4.5527,11.192
-14.9084,-32.5710,11.191
147.8695,54.1411,11.191
-141.5487,-18.3791,11.190
47.8824,-26.2000,11.189
64.3555,5.9001,11.188
171.0449,54.3960,11.187
107.2440,-7.8600,11.187
-146.3957,-33.2598,11.187
116.4213,53.8354,11.186
-121.0323,-44.7631,11.182
149.7134,-10.9499,11.182
-141.2367,-26.8875,11.179
-105.1732,26.8913,11.178
-157.3274,32.0247,11.176
-146.2347,-11.8510,11.175
-123.0246,55.6266,11.175
126.9400,30.8501,11.175
125.0968,-42.9780,11.174
-92.0993,38.6275,11.174
-171.2842,59.9778,11.173
-168.3576,-15.2262,11.172
43.5743,-46.0949,11.172
163.9564,6.8917,11.171
-152.5837,-51.9140,11.170
-100.7586,28.0556,11.170
50.7230,32.5879,11.168
127.7025,56.1534,11.168
-125.6851,-14.2655,11.167
118.6003,31.7523,11.167
2.1626,-6.9613,11.166
-143.9954,18.6812,11.165
155.3508,22.5690,11.164
176.6038,-11.3145,11.163
-108.7635,-22.5714,11.163
110.3448,46.1121,11.162
118.3528,30.3804,11.162
29.5243,31.6897,11.161
-16.1700,-44.7392,11.159
129.7830,21.9886,11.158
-125.1533,34.5322,11.158
-42.9982,-7.8772,11.158
33.0648,46.8801,11.158
-126.6122,45.8031,11.157
-10.3798,-34.6258,11.157
-121.3644,50.6071,11.156
40.2388,21.4456,11.154
114.8708,16.3975,11.152
-146.7788,52.6155,11.151
-0.2856,51.3777,11.150
-155.9723,-8.1006,11.150
86.0686,-14.3604,11.149
89.5815,16.5584,11.148
-133.8167,-1.6190,11.145
-104.0717,44.2133,11.143
109.3992,23.9801,11.143
14.8693,-22.1777,11.142
-157.8139,33.2814,11.142
124.9868,9.4813,11.142
123.6133,29.2538,11.142
60.0171,-18.9085,11.141
95.6050,-12.0108,11.139
-160.7732,48.3039,11.139
-151.3840,40.8789,11.137
-176.5274,9.0068,11.136
34.8308,-3.5705,11.136
-48.3914,-14.8594,11.135
166.8032,40.2178,11.135
73.8001,43.7380,11.134
143.4190,3.5493,11.134
26.6569,-44.8912,11.134
173.5724,41.9167,11.134
-116.6586,7.9175,11.133
169.1198,43.0475,11.133
22.6539,-34.3682,11.133
-122.2739,32.0907,11.130
88.1355,18.9441,11.130
165.0521,-49.2102,11.128
-130.2671,-32.7388,11.128
164.4799,7.5909,11.128
96.0539,-3.6087,11.127
-149.0174,-43.7830,11.126
139.4961,-16.8588,11.126
166.4763,20.9100,11.125
-124.3249,24.7064,11.125
-171.5533,-49.7144,11.124
65.5323,-36.0316,11.124
-158.8868,24.4793,11.124
130.3503,-29.3570,11.123
-161.8583,-53.2842,11.122
166.5438,2.9237,11.120
-172.8984,41.8604,11.118
-158.0338,7.8269,11.117
75.3940,10.0752,11.115
37.9842,39.9931,11.115
-162.2137,18.2252,11.115
55.8895,27.1489,11.114
-126.9015,-9.2904,11.113
-83.6056,41.8156,11.111
-139.6785,-34.9894,11.111
127.8909,-9.6114,11.111
-135.4983,7.0798,11.111
165.0780,6.9289,11.110
-132.6771,44.4036,11.110
-138.0603,-34.5672,11.109
68.8233,-25.0759,11.108
-132.4410,10.8129,11.107
-121.3961,18.3410,11.107
-102.8003,-15.0234,11.104
-63.2261,-18.8475,11.104
92.3795,-10.6389,11.104
-171.0992,23.2740,11.103
-163.0277,56.6423,11.102
171.7413,34.3570,11.102
-178.0156,52.5948,11.101
-124.7490,8.4106,11.101
29.4256,-46.9925,11.100
-75.3973,22.8611,11.099
157.7308,-48.5113,11.098
160.1678,25.2696,11.097
-75.6065,17.7965,11.097
21.4854,-12.3724,11.095
-139.2960,39.2590,11.095
-135.8909,-18.4206,11.095
-144.4199,2.7227,11.094
-166.2762,-44.4977,11.093
118.2902,-18.7561,11.093
-47.7490,-24.2847,11.093
-142.4336,-0.3882,11.093
149.7657,-43.1949,11.093
173.7025,1.0497,11.092
59.0347,-33.5440,11.091
118.3934,-47.6144,11.091
69.5694,-47.8455,11.091
-176.1876,-0.9326,11.089
-121.5492,-47.8112,11.088
-152.2228,33.2967,11.088
169.6564,23.0937,11.087
-108.4801,30.2161,11.086
19.4488,-22.1297,11.085
-158.1477,48.5019,11.084
-8.6339,-54.4704,11.083
70.8252,-47.6719,11.082
-158.3472,27.8971,11.082
18.8046,-42.4498,11.080
-87.2259,39.0442,11.080
-1.9988,-27.8344,11.080
142.5827,18.7046,11.079
-112.3649,8.1786,11.079
-127.1273,-6.7086,11.079
150.7302,-31.0360,11.077
-140.2382,37.6667,11.074
-119.0488,-38.7711,11.074
126.7284,19.3031,11.074
134.9211,53.6312,11.073
94.5477,-31.9489,11.072
-159.3972,11.7594,11.072
-112.2347,-54.2714,11.070
21.6397,-32.0478,11.070
-147.1347,48.7141,11.069
65.0869,44.0063,11.069
-96.0565,41.5397,11.068
-85.6783,10.3660,11.068
25.4532,-26.1333,11.066
-116.3703,33.4156,11.066
-150.3609,33.5638,11.064
-111.8874,7.2363,11.063
160.3119,-45.0257,11.062
-119.3001,-1.3012,11.062
-118.9486,20.2607,11.062
111.6383,15.7347,11.061
135.9543,47.9058,11.061
141.1710,-3.8531,11.061
92.0106,45.1668,11.061
-148.2352,-10.4286,11.060
94.8308,-52.2511,11.060
-154.2767,28.7037,11.058
48.8216,25.0336,11.058
-144.4593,-1.0408,11.057
16.6659,-33.0733,11.056
99.9578,24.0060,11.055
24.6648,-57.3333,11.055
60.7428,31.7297,11.055
20.8441,-27.8174,11.055
143.6682,-32.0410,11.053
0.6694,-13.9202,11.053
131.5078,20.2897,11.053
-133.9215,30.4719,11.053
-171.3281,43.3400,11.051
162.3735,23.3924,11.051
158.1032,-42.3702,11.051
-136.9827,-18.1005,11.050
93.0358,57.7359,11.049
131.6839,55.3442,11.048
153.0367,-27.9760,11.047
-173.4393,7.6039,11.046
-112.9891,21.0176,11.046
-144.7793,38.4135,11.046
-65.3288,-11.9369,11.044
124.0905,-13.9199,11.044
-132.6135,23.2477,11.044
-129.2940,-9.2765,11.043
39.6810,-20.8231,11.043
-111.5381,27.2092,11.040
-136.2508,35.5314,11.039
-168.1465,47.7102,11.039
12.5487,-41.9429,11.037
-47.3549,16.3323,11.037
-179.0314,41.0954,11.037
-138.0235,-12.2578,11.036
62.5847,4.9041,11.036
164.0911,18.3343,11.034
147.0273,-38.8070,11.034
-167.3976,20.5011,11.034
-151.8054,-19.3407,11.033
-47.6479,13.9703,11.032
49.3811,-14.0051,11.032
-92.7343,17.6455,11.029
159.1218,34.8936,11.027
-138.3387,17.2636,11.027
155.2126,-8.8382,11.025
-128.0146,-25.1163,11.025
149.2556,-24.9175,11.024
-164.4394,-45.5331,11.021
-176.5293,9.0119,11.020
-103.7827,32.9893,11.020
172.1960,-4.4412,11.018
-149.4254,-57.6687,11.017
-137.1975,-23.8202,11.017
126.2213,-47.0601,11.017
-132.2645,-54.3499,11.017
-164.4972,43.1418,11.015
-146.9243,12.2785,11.014
169.7446,20.7094,11.013
-117.1181,15.3346,11.013
-149.0316,-44.1402,11.013
-114.0315,25.6558,11.013
118.8716,-46.8383,11.013
4.4481,-17.6379,11.012
-121.8778,3.5698,11.011
-157.9524,28.3667,11.011
32.1684,-0.0080,11.010
83.6976,40.9093,11.009
-87.3767,12.5964,11.009
51.3190,23.4595,11.008
-121.6051,34.0309,11.006
159.2044,25.8406,11.005
-111.2896,25.3130,11.004
147.7649,-54.0277,11.004
-115.4759,20.5290,11.002
-139.6045,-36.8636,10.999
35.0375,-4.8950,10.998
176.9660,0.2085,10.997
-154.1024,-32.0927,10.996
-123.7848,2.5886,10.996
61.7536,4.7431,10.995
177.1344,22.9360,10.995
60.2296,29.9445,10.994
-165.0880,35.0502,10.994
-140.8786,35.7481,10.992
46.8575,-42.8640,10.992
-166.2673,-59.7860,10.992
-173.5329,49.0751,10.989
-169.8771,39.5743,10.988
147.0138,-15.8355,10.987
-94.2897,46.3775,10.986
-165.1310,59.7938,10.985
-148.6923,10.1516,10.984
-175.3494,-0.6177,10.984
-133.9881,-11.1628,10.983
-117.2587,9.2520,10.982
-89.8622,48.9265,10.980
-46.6725,-44.0817,10.979
64.1022,30.3278,10.979
65.8472,-4.1832,10.977
-85.0722,25.9608,10.977
141.9941,-1.8274,10.976
120.1932,30.1016,10.976
14.4136,-10.4802,10.975
-160.3656,28.0529,10.975
-120.7441,-35.1611,10.974
-171.2890,22.6534,10.973
92.9586,-23.7157,10.972
78.0138,7.1930,10.971
-79.9873,-19.0733,10.970
-109.7700,59.7716,10.970
-172.2043,14.0598,10.970
149.7736,-22.4268,10.969
-125.1557,2.2861,10.969
-8.9733,-49.2677,10.968
159.9011,25.6477,10.968
153.9074,47.1545,10.966
-167.5954,32.1965,10.963
79.8913,18.4587,10.963
152.1293,57.2300,10.963
146.1227,0.5722,10.963
48.1760,25.1355,10.962
95.6780,33.0995,10.962
-36.8271,-43.3741,10.962
-169.5044,23.4486,10.958
-141.8639,-25.5400,10.958
-91.5422,20.8884,10.958
-133.9899,43.7316,10.956
66.5297,-41.3256,10.956
-138.2474,-23.3580,10.956
-29.0117,57.9109,10.955
11.6686,19.6314,10.955
-123.4822,17.8704,10.954
-136.8992,-19.0424,10.954
168.5360,34.0952,10.954
65.2425,37.3926,10.952
-143.1403,16.5892,10.951
-173.9336,27.1804,10.950
167.7670,-24.8715,10.949
-164.7176,-25.9165,10.949
-172.6529,9.4338,10.949
-31.1655,19.9734,10.948
-131.7141,46.3732,10.946
-168.4975,31.6181,10.944
-174.5255,21.2710,10.943
152.4768,20.3403,10.943
129.0880,22.8216,10.941
-15.4166,-42.5713,10.940
-162.2404,-25.7247,10.939
-167.8497,39.4912,10.939
39.1674,-4.5656,10.938
-134.0140,12.2701,10.936
37.3731,-20.8484,10.935
40.8997,-59.0820,10.934
5.5746,-6.9034,10.933
-120.4928,8.2769,10.933
-95.1314,42.9785,10.933
75.6431,10.6692,10.932
-144.1728,1.5549,10.932
-107.0549,53.9903,10.932
-135.9165,-28.4388,10.931
106.9388,2.0740,10.931
169.1329,16.7939,10.931
-107.5948,29.8919,10.930
-164.2015,25.0911,10.930
-156.2908,2.1986,10.930
-76.3593,-56.2574,10.929
-109.5442,24.4947,10.929
-5.3663,-21.4593,10.928
-79.9242,45.0768,10.923
-170.7201,20.2233,10.923
-148.8096,-52.7341,10.922
165.3938,7.1969,10.921
113.5321,19.4505,10.918
-167.4724,27.7193,10.915
-146.2935,58.2950,10.915
143.8504,17.5955,10.915
-131.9759,20.0213,10.914
-100.3383,23.3564,10.911
118.2687,25.5798,10.910
26.2878,-31.3542,10.909
149.9236,0.1691,10.908
109.3167,8.6332,10.906
135.6215,46.8077,10.905
-153.6505,-8.2799,10.905
-171.3819,-9.2936,10.903
-129.3216,-8.9739,10.902
152.1405,11.8604,10.902
20.3847,-40.1957,10.901
152.8894,-3.5917,10.901
68.7566,25.4064,10.900
-121.4433,36.8300,10.900
-127.6959,35.7986,10.899
109.5995,-39.7591,10.898
5.2996,-31.8926,10.898
-141.7402,21.9406,10.896
-143.1309,-2.3584,10.895
108.6190,21.3956,10.893
132.4715,27.3138,10.891
-160.2110,12.1513,10.891
142.9604,26.7093,10.889
-71.4729,5.1312,10.888
-161.8604,44.3372,10.888
-104.3786,44.9151,10.887
-111.2960,41.1081,10.887
30.5525,-52.0674,10.886
-129.3800,20.6833,10.884
-169.3214,18.2535,10.884
-82.3775,-55.2932,10.882
-96.4588,49.5053,10.880
142.8553,-30.7899,10.880
139.3186,15.6730,10.879
-87.2481,21.7130,10.879
-128.7726,-56.8513,10.878
34.8833,-47.9452,10.877
-95.4238,29.6815,10.877
-145.3969,14.0433,10.877
77.4949,43.0131,10.876
-49.0593,-37.7170,10.876
-149.2913,-10.9128,10.875
-90.4126,37.4278,10.874
-167.7016,5.1345,10.873
-169.5885,-19.6858,10.872
62.3031,45.4647,10.871
-165.1837,-48.0449,10.871
-115.0527,33.6654,10.870
87.2240,-58.1762,10.870
165.8464,-17.5677,10.869
135.5385,39.4722,10.869
110.6688,22.7803,10.868
85.6034,25.6559,10.868
-174.1302,37.6573,10.868
30.5767,-36.7460,10.866
6.6497,-41.9094,10.865
-123.0404,6.7545,10.865
-131.5036,-11.9516,10.865
50.4612,18.3896,10.865
141.1661,30.8684,10.861
30.5058,-25.8852,10.859
-128.1410,17.9312,10.859
156.3803,9.9717,10.858
-143.4320,-19.1958,10.856
171.0363,-18.6810,10.856
127.9165,24.9783,10.853
167.2656,18.9721,10.852
-145.1674,-47.8761,10.851
69.8788,-7.0718,10.851
-92.2955,-2.2890,10.847
-147.7596,24.0951,10.846
-127.0338,14.5202,10.846
106.6896,-26.7559,10.845
-128.5118,24.1107,10.845
-86.2443,-50.8159,10.844
-142.4653,-4.0432,10.843
-162.2067,-5.8145,10.842
157.2325,11.3229,10.839
155.1647,11.3430,10.837
23.1732,-35.3298,10.837
-25.5833,47.2719,10.837
-59.7267,-36.5310,10.834
97.2440,-3.9909,10.830
-28.8317,-59.7718,10.829
64.9557,-41.4886,10.826
115.2051,20.0088,10.826
-109.2234,-52.6955,10.823
-123.9838,7.7334,10.823
-118.3503,13.5421,10.823
-139.3679,-23.8166,10.821
40.2199,5.5155,10.820
26.0003,-2.7023,10.820
139.9579,28.4557,10.819
-90.3556,13.5007,10.818
-154.0504,2.0937,10.818
-61.5373,-57.9972,10.817
-36.7844,2.3518,10.817
93.4444,47.3700,10.814
-163.6206,-0.2554,10.814
52.2126,-25.7387,10.813
154.0468,32.8148,10.813
48.4860,-42.6463,10.812
124.7580,-35.8300,10.811
-144.7903,-11.7695,10.811
-114.2020,25.5134,10.811
-91.9923,55.2767,10.811
-31.6768,-35.3488,10.811
-87.3098,-32.8070,10.811
133.9895,35.6466,10.811
152.2192,7.4950,10.811
-159.9865,-21.5383,10.810
-126.0883,29.1861,10.809
106.6389,41.5259,10.809
172.9572,37.5256,10.808
-113.1817,40.5050,10.807
-110.4007,41.9387,10.806
-89.0173,11.1064,10.806
-116.8198,18.5600,10.806
-155.9999,-9.9962,10.805
120.1975,36.5489,10.805
-141.5819,9.4541,10.801
66.4653,-13.8628,10.800
-87.6488,23.4508,10.799
-127.2862,43.6738,10.799
-136.9629,48.9640,10.799
-79.1284,59.6007,10.799
99.1421,-2.7569,10.798
127.4143,59.4611,10.796
111.1133,13.1673,10.795
52.9869,-37.6833,10.794
-145.9708,34.7354,10.792
157.4533,58.6784,10.792
72.3327,5.5716,10.792
133.1844,43.9652,10.791
-89.3833,51.8989,10.789
-174.5873,-14.8592,10.789
124.5663,-6.6499,10.789
11.0408,-55.0250,10.789
63.7692,4.7483,10.788
-137.4241,23.7910,10.786
178.9908,46.3640,10.786
36.3787,-5.7661,10.786
-123.0982,8.3803,10.786
123.5148,53.4535,10.785
-145.6477,-16.6076,10.785
5.6653,-20.4429,10.784
48.5183,31.8934,10.784
-136.2269,20.1182,10.783
90.5885,35.6057,10.780
102.9318,-27.6207,10.780
149.8981,-34.5627,10.780
-143.4285,-15.9255,10.779
-60.6961,37.4688,10.779
100.2256,7.8544,10.779
-126.7721,40.0005,10.778
-83.8480,-2.8613,10.777
40.0327,-21.3593,10.776
-125.8786,44.1873,10.776
113.7900,40.0567,10.774
-133.5157,50.2697,10.774
174.2018,-21.2161,10.771
-13.5997,-1.3758,10.770
19.3501,-34.0370,10.768
106.0895,-18.3059,10.767
-142.1937,-48.2519,10.766
-169.1046,39.6516,10.766
160.1845,45.1534,10.763
117.9948,24.1318,10.762
-128.2299,10.5080,10.761
-152.4229,31.5820,10.761
72.6534,5.0507,10.760
-154.4746,-55.2862,10.760
81.8394,-46.7098,10.760
-51.8565,-29.3997,10.758
80.7630,-56.7414,10.758
139.8972,23.0528,10.758
16.1552,-34.0911,10.758
111.2052,12.0025,10.757
56.3564,-59.3282,10.756
-140.0469,-21.7135,10.756
-58.3590,-48.1314,10.756
-10.9320,-39.2620,10.756
58.3801,-38.5132,10.754
-170.4704,44.7717,10.754
-170.1850,-18.2656,10.754
-126.3869,38.6338,10.753
-85.8497,-53.4980,10.751
125.3004,-50.0419,10.751
-51.7151,46.5797,10.750
-16.3245,53.1818,10.749
115.9146,-38.5642,10.749
-174.8727,-40.1242,10.748
179.5219,21.1206,10.746
72.6775,25.1100,10.745
122.9517,-28.0333,10.744
-124.6997,20.4797,10.744
-12.4948,-28.4817,10.743
82.7975,3.3608,10.743
94.0437,-57.1015,10.742
-24.4492,-45.1936,10.742
-129.6263,-2.3596,10.742
25.4032,-29.1543,10.740
-142.0387,-58.0372,10.738
-144.4835,-31.5728,10.738
6.6163,-25.9706,10.738
48.1710,-53.0672,10.738
-149.6437,-23.9331,10.737
-89.1888,45.0581,10.737
-100.4789,47.0432,10.736
-172.2680,-37.6513,10.736
-32.4570,-35.6766,10.736
166.0697,-47.2271,10.736
164.6167,32.9273,10.735
-164.9734,-0.6493,10.734
-26.5654,-35.0681,10.730
-99.0376,45.6968,10.730
-159.4932,-24.5432,10.729
-157.9830,14.6078,10.728
2.1537,-52.0767,10.727
-152.2962,0.7784,10.727
102.8699,26.4736,10.726
-148.0877,-0.8188,10.726
17.0103,-51.6666,10.726
77.7129,35.3494,10.726
-132.3498,55.7986,10.726
156.0132,18.5598,10.726
58.4213,47.8664,10.725
-130.4388,35.6147,10.724
-157.7255,7.6060,10.724
-164.2385,1.7797,10.724
-177.8803,43.4434,10.723
94.1973,3.9524,10.723
127.9203,22.4974,10.721
114.1126,16.1689,10.720
-174.6255,55.4017,10.720
-88.1968,50.2965,10.718
114.1953,5.4133,10.718
-156.6938,3.2552,10.718
167.8463,41.9428,10.717
171.2311,18.9347,10.717
-161.1410,42.1399,10.717
174.0524,-48.7041,10.716
-113.6283,24.6496,10.715
156.8030,13.6227,10.714
-141.3976,45.6390,10.714
-168.2286,-14.4080,10.713
-132.6159,31.4519,10.711
-158.2683,32.2003,10.711
-175.9235,16.5645,10.710
107.2133,50.3256,10.709
-140.1280,-15.1329,10.709
-104.4929,18.8772,10.708
52.7566,-14.6573,10.706
-165.2132,32.6041,10.705
-153.2841,-8.2593,10.703
-118.5779,29.4050,10.703
71.4836,-3.8652,10.702
72.2725,4.8674,10.701
-145.1958,18.3539,10.700
-102.1238,43.8413,10.700
-124.5104,14.9440,10.699
-112.2545,20.8808,10.699
104.9578,30.8056,10.699
21.1742,-28.9209,10.697
93.9800,50.5137,10.697
20.6957,-6.2003,10.697
-24.6877,56.7217,10.694
-123.4488,41.0889,10.694
-93.2741,21.6440,10.694
96.2225,-4.9204,10.693
0.6233,-36.4547,10.692
154.9253,25.1153,10.689
178.5982,23.1334,10.689
174.9589,0.7285,10.689
-139.0371,-16.8805,10.689
170.7634,19.1718,10.689
-145.9151,-27.0521,10.689
-124.0915,32.4491,10.688
-158.3276,34.6542,10.687
-126.5363,-30.4854,10.685
-160.3821,-57.2635,10.684
120.9170,-35.4469,10.683
36.1563,-52.1006,10.682
-177.9294,-9.9158,10.681
-178.9646,7.5376,10.680
-150.1676,-17.3655,10.680
-113.3663,-51.9510,10.680
-164.3407,-21.8247,10.680
162.0700,10.8686,10.679
-128.8920,-20.7970,10.679
-136.8229,38.2992,10.677
109.4614,10.3345,10.676
171.8257,32.8104,10.676
-120.3814,25.6794,10.675
-36.1239,7.1409,10.674
81.6068,46.2253,10.674
128.7326,0.1903,10.673
127.6118,8.7598,10.672
-161.8167,0.5742,10.672
75.7879,12.4321,10.671
-116.5887,-50.9569,10.671
-160.9819,37.6561,10.668
105.7935,-6.3495,10.667
97.6861,48.9311,10.667
12.2399,-12.3739,10.666
68.0841,-43.0375,10.666
-85.7063,25.0928,10.665
99.8619,-26.3707,10.663
177.9648,9.2820,10.663
138.2068,-8.2489,10.663
62.4797,-44.4441,10.662
128.3451,39.2024,10.657
135.9444,-2.1975,10.656
143.4426,-40.9232,10.656
-134.5714,-20.2242,10.656
-115.7720,17.7057,10.656
29.7867,-4.5320,10.654
155.2670,44.1650,10.654
-150.2917,-9.9724,10.653
140.7092,-33.0415,10.651
-119.3920,6.6769,10.650
-100.3377,19.0167,10.649
104.1096,38.8298,10.649
173.1375,-58.2873,10.649
-91.8201,52.9553,10.649
17.4637,-7.3909,10.648
-37.6563,-47.1857,10.647
138.5235,32.8729,10.647
102.3512,-11.9466,10.647
-114.0145,-46.7660,10.646
-162.4652,35.7431,10.646
53.4474,7.1576,10.646
-158.3114,29.0268,10.646
94.4151,23.1824,10.646
162.8827,17.2689,10.646
-62.0728,-15.7782,10.645
175.4636,44.1796,10.645
-169.8938,11.5557,10.645
26.6861,-34.6419,10.645
-169.7079,-10.1308,10.643
-121.6749,53.8590,10.643
155.9328,27.8887,10.639
-90.5393,38.5066,10.639
-156.2864,14.4680,10.639
137.7747,-24.8758,10.638
-126.4187,-22.0127,10.638
-92.9502,-34.9916,10.637
12.0577,-16.2247,10.637
-61.1727,-35.6935,10.636
37.5913,-57.4535,10.636
141.6479,17.7473,10.635
146.9185,-52.2355,10.635
134.7839,-33.4890,10.635
-72.2523,24.0117,10.634
7.6899,-31.4494,10.634
-117.8423,42.3466,10.633
1.8694,-43.8439,10.633
95.2090,-29.0476,10.632
-6.2809,-42.8182,10.632
-92.1260,45.8386,10.632
-52.8179,-24.0231,10.630
105.5745,-45.3895,10.629
122.4998,50.5213,10.629
-110.6652,9.3001,10.628
-144.2770,-31.3276,10.627
-130.8894,6.1448,10.627
169.9088,25.0337,10.625
-157.5297,1.2820,10.624
125.4237,13.8194,10.623
172.7743,50.2380,10.622
-153.0355,32.4927,10.621
134.5297,17.2747,10.621
-120.4376,41.6446,10.620
161.8987,-42.6889,10.620
81.3749,-1.3195,10.619
142.0520,51.2176,10.617
-141.9209,1.3847,10.614
-28.6683,-25.9910,10.613
-113.8586,52.5064,10.613
178.7292,18.3163,10.610
156.9314,44.2837,10.608
13.8876,-49.7812,10.606
-57.4754,-16.9782,10.605
-172.6102,-8.5600,10.605
163.2003,47.3524,10.603
170.2326,17.7108,10.603
107.6222,-1.2158,10.602
110.6568,-6.4005,10.602
-172.8367,-38.9434,10.601
46.9570,-2.0271,10.597
-179.4946,59.4785,10.597
-138.0715,36.0835,10.596
-135.6600,36.1607,10.596
110.6057,-48.4284,10.595
-102.9001,29.5573,10.594
-176.8004,-9.8483,10.594
103.3714,-9.9548,10.593
-148.3214,21.1618,10.592
-89.9113,17.2321,10.591
71.9292,24.2381,10.590
130.5922,52.5460,10.590
